Gender,FCVC,Weight,CALC,FAVC,Height,CH2O,NObeyesdad
0,2.0,80.993213,0,1,1.657221,2.0,6
0,2.884212,84.722222,0,1,1.713348,3.0,6
0,2.0,80.379575,0,1,1.677178,2.0,6
1,2.444599,77.224574,0,1,1.67805,1.029798,6
0,2.0,81.92991,1,1,1.717722,1.723159,6
1,2.0,60.117993,0,0,1.486484,1.0,6
1,2.0,64.342459,0,0,1.503379,1.639807,6
0,2.0,81.66995,1,1,1.718981,1.400247,6
1,3.0,79.278896,0,1,1.688354,2.994515,6
1,2.976975,77.098973,0,1,1.665807,1.868349,6
0,2.0,97.029249,1,1,1.838441,3.0,6
1,2.766036,75.090439,1,0,1.653431,2.707927,6
0,1.096455,78.0,1,0,1.699818,2.450069,6
0,2.129969,88.600878,0,1,1.718097,1.568035,6
0,2.019674,84.064875,1,0,1.731389,2.832004,6
0,2.735297,79.67793,0,0,1.699667,1.087166,6
1,3.0,78.637307,0,1,1.698626,2.503198,6
0,1.588782,96.945262,1,1,1.823765,2.469469,6
0,2.0,83.001642,0,1,1.708742,2.405172,6
1,2.01054,80.993373,0,1,1.667469,1.651548,6
1,3.0,73.939268,1,0,1.588147,2.0,6
0,2.0,92.368359,1,1,1.835024,2.766674,6
0,2.689577,83.520113,1,1,1.7088,2.279214,6
0,2.413156,79.752916,1,1,1.680991,1.985312,6
0,2.923433,97.58826,1,1,1.835271,1.944095,6
0,3.0,86.565148,1,1,1.742819,2.0,6
0,2.0,84.773349,0,1,1.741192,2.035954,6
0,2.882522,86.0805,1,1,1.759721,2.452986,6
0,2.0,92.860254,1,1,1.810616,1.622638,6
0,1.973499,88.532032,1,1,1.763101,2.0,6
1,3.0,71.799982,0,0,1.543338,2.0,6
1,2.156065,79.437921,0,1,1.651812,1.221281,6
0,2.992205,84.557797,1,1,1.732492,2.413813,6
1,2.944287,85.720788,0,1,1.706349,2.442775,6
0,1.780746,89.667406,1,1,1.780679,2.0,6
0,2.164062,89.673648,1,1,1.758687,2.168904,6
0,2.0,80.0,0,1,1.704573,2.0,6
0,2.0,80.005809,0,1,1.716545,2.0,6
0,2.0,99.812443,1,1,1.903832,2.196471,6
0,2.247704,83.390983,0,1,1.742538,1.919629,6
0,2.011656,83.314157,0,1,1.747739,1.844645,6
0,2.0,80.0,0,1,1.717037,2.0,6
1,2.0,80.0,0,1,1.65,2.0,6
1,2.03414,65.293179,0,0,1.577921,1.996384,6
0,2.746408,83.282232,0,1,1.746055,2.265727,6
0,2.0,91.798103,1,1,1.841151,1.259454,6
1,2.1239,64.696248,0,0,1.517998,2.0,6
1,2.0,62.894283,0,0,1.483284,1.833635,6
0,2.332074,87.861431,1,1,1.758972,2.999495,6
1,2.748243,70.442775,0,0,1.562434,1.962322,6
1,2.303656,67.473282,0,0,1.547066,1.163111,6
0,1.904732,89.998729,1,1,1.792435,1.204175,6
0,1.979944,89.836692,1,1,1.784555,2.0,6
1,2.0,80.473587,0,1,1.700216,1.622214,6
0,2.0,80.939733,0,1,1.672101,1.40077,6
0,2.0,84.849349,1,1,1.7,2.056053,6
0,2.407817,83.986714,1,1,1.721348,1.983649,6
1,2.734314,78.008388,3,1,1.7,3.0,6
0,2.0,91.052215,1,1,1.803129,1.199517,6
1,2.0,80.420434,1,1,1.70002,2.386904,6
1,2.784383,78.041338,3,1,1.7,2.165605,6
0,2.009952,83.285753,1,1,1.713599,1.660614,6
0,2.008656,77.473204,1,0,1.662728,3.0,6
0,1.122127,95.952027,1,1,1.837399,2.0,6
0,1.963965,91.363293,1,1,1.80827,1.85537,6
0,2.319776,85.137113,1,1,1.714508,2.154898,6
0,1.899116,89.909259,1,1,1.793451,1.39854,6
1,2.042762,81.108599,1,1,1.700499,1.522426,6
0,2.129668,84.451423,0,1,1.694997,2.60669,6
1,2.182401,78.434492,3,1,1.688911,2.456939,6
0,2.0,80.400306,0,1,1.673394,2.0,6
0,2.802696,85.0,0,1,1.769499,2.978465,6
0,2.0,80.0,0,1,1.65,2.0,6
0,2.492758,79.863546,0,0,1.662669,1.992586,6
1,2.733129,79.849252,0,1,1.67861,1.302594,6
0,2.0,80.311273,0,1,1.694423,2.0,6
1,2.0,63.892071,0,0,1.505437,1.278578,6
1,2.0,63.715219,0,0,1.505387,1.846441,6
1,2.0,62.269912,0,0,1.491441,1.995035,6
1,2.294067,64.852953,0,0,1.509408,2.0,6
0,2.0,81.022119,0,1,1.685045,1.606076,6
0,2.315932,82.338464,1,1,1.723072,1.568476,6
1,3.0,78.156035,0,1,1.696954,2.166024,6
1,2.802128,79.079738,0,1,1.676095,1.744628,6
1,2.79606,77.392179,0,1,1.681021,1.921601,6
1,2.086898,79.697278,0,1,1.654067,2.088929,6
0,2.333503,98.259423,1,1,1.840708,2.559265,6
0,2.0,97.416417,1,1,1.836007,3.0,6
1,3.0,71.788181,0,0,1.556789,2.0,6
1,3.0,72.713611,1,0,1.5891,2.0,6
0,1.653081,78.048207,1,0,1.700627,2.192063,6
0,2.535315,84.729197,0,1,1.743935,1.146595,6
0,2.0,85.0,1,0,1.742654,2.976229,6
0,2.765769,85.002884,1,1,1.754441,2.845134,6
0,2.215464,80.790813,0,1,1.719342,1.80996,6
1,3.0,77.431678,0,1,1.682253,1.999882,6
0,2.0,95.419668,1,1,1.799902,3.0,6
0,2.0,83.014033,0,1,1.709428,2.01051,6
0,2.63165,84.783756,0,1,1.752456,2.778587,6
0,2.0,83.3258,0,1,1.685947,2.136398,6
1,2.942154,73.513873,1,0,1.599999,2.184768,6
1,3.0,72.9518,1,0,1.550053,2.0,6
0,2.0,91.495718,1,1,1.828092,2.035104,6
0,2.716909,82.085549,1,1,1.71338,2.90545,6
0,1.83746,79.621463,0,0,1.680764,2.0,6
0,1.936479,78.025625,1,0,1.705584,2.159987,6
0,2.045027,93.614246,1,1,1.841852,1.307563,6
0,2.760607,99.083478,1,1,1.834986,1.336378,6
0,2.09449,82.27635,1,1,1.724839,2.0,6
0,2.0,83.986895,0,1,1.685127,2.452789,6
0,2.907062,86.372141,1,1,1.750097,2.740848,6
0,2.0,87.906019,1,1,1.757961,1.855054,6
0,2.399531,98.912261,1,1,1.848965,2.535127,6
0,1.521604,89.393589,1,1,1.789193,2.0,6
0,2.0,85.261339,1,1,1.716677,2.083939,6
1,2.501683,69.936073,0,0,1.550122,1.337378,6
1,2.0,80.135167,0,1,1.663178,1.992548,6
1,2.76802,77.355417,0,1,1.679299,1.873591,6
0,2.742796,82.52724,1,1,1.729177,1.99467,6
0,2.325623,86.464843,0,1,1.719153,1.94609,6
1,2.076689,80.413997,0,1,1.687326,1.026729,6
0,3.0,105.0,1,1,1.772449,2.045069,2
0,3.0,105.712219,1,1,1.837117,2.509147,2
0,2.271306,102.872505,1,1,1.784377,1.771198,2
0,2.33361,101.780099,1,1,1.792507,2.504136,2
1,2.13683,78.233341,1,1,1.556579,1.505381,2
1,2.0,80.351263,1,1,1.585547,2.0,2
1,2.909853,81.827288,0,1,1.569234,2.0,2
1,2.490507,81.936398,0,1,1.583943,1.846754,2
1,1.063449,82.0,1,1,1.621233,2.0,2
1,2.699282,82.603984,1,1,1.6084,2.598632,2
0,2.0,97.911865,0,1,1.733439,2.843675,2
0,2.4277,88.472359,0,1,1.65,3.0,2
1,2.87599,87.272552,0,1,1.650052,2.777712,2
1,2.177243,84.340406,0,1,1.644161,2.715572,2
1,2.0,77.26813,1,1,1.559499,1.630528,2
0,2.0,95.0,0,1,1.734237,2.287248,2
0,2.0,97.813023,0,1,1.775815,3.0,2
1,3.0,87.344156,0,1,1.640426,3.0,2
1,3.0,82.13682,1,1,1.65,1.0,2
0,3.0,107.998815,1,1,1.753321,1.776991,2
1,2.0,77.74518,1,1,1.553026,1.406115,2
0,2.0,90.500055,0,1,1.706525,1.530493,2
1,2.846452,80.0,1,1,1.560648,1.459511,2
0,2.19011,90.0,1,1,1.673352,2.348981,2
0,2.0,94.189167,0,1,1.660324,2.0,2
0,2.0,98.447311,1,1,1.786318,2.680292,2
0,2.0,95.361795,0,1,1.757691,3.0,2
0,2.0,98.699971,0,1,1.712163,2.205977,2
0,2.069267,100.84763,3,1,1.78,3.0,2
1,1.362441,82.040318,0,1,1.6,2.166228,2
1,2.09663,82.532994,0,1,1.61082,2.432967,2
1,2.928234,83.15115,0,1,1.665199,2.777379,2
1,2.0,80.0,1,1,1.542122,1.372811,2
1,2.0,79.58958,1,1,1.507867,1.0,2
0,2.0,90.0,1,1,1.660955,3.0,2
1,2.0,78.0,0,1,1.553127,2.0,2
0,2.0,102.910613,0,1,1.781952,1.689793,2
0,2.0,96.940255,0,1,1.75,2.771469,2
1,2.0,80.615325,0,1,1.615854,2.0,2
0,2.0,105.655037,1,1,1.793378,1.155384,2
0,2.0,114.77484,1,1,1.85478,2.160169,2
1,2.496455,90.032671,1,1,1.685633,1.850344,2
1,1.70825,93.348843,1,1,1.706343,1.0,2
0,2.262171,105.138073,1,1,1.791415,2.03415,2
0,2.740633,106.49141,1,1,1.753716,2.081005,2
0,2.0,103.189532,0,1,1.780503,1.608128,2
0,2.0,106.038468,0,1,1.819867,2.715252,2
0,2.0,108.9606,0,1,1.791174,2.279124,2
0,2.0,108.742005,0,1,1.82093,2.497065,2
1,1.081585,82.0,1,1,1.627812,1.11756,2
1,2.587789,82.0,1,1,1.632118,1.911664,2
0,2.252653,105.000789,1,1,1.773594,2.962371,2
0,2.0,118.560509,1,1,1.930416,3.0,2
0,2.0,116.893105,1,1,1.947406,3.0,2
1,2.036613,80.0,1,1,1.610867,1.93059,2
1,2.0,75.410647,1,1,1.513202,1.535134,2
0,2.0,97.185474,0,1,1.738465,2.0,2
1,2.0,76.129784,1,1,1.567915,2.102976,2
1,2.0,76.126112,1,1,1.587546,2.091934,2
0,2.0,108.395005,1,1,1.820385,2.094479,2
0,2.0,108.244379,1,1,1.792239,2.939847,2
0,2.0,108.751502,1,1,1.82697,2.358038,2
1,2.609123,86.242679,0,1,1.670058,1.955053,2
0,1.036159,91.267087,1,1,1.639383,1.0,2
0,1.851262,89.991671,1,1,1.682916,2.11267,2
1,2.0,84.493156,0,1,1.609321,1.051735,2
0,2.0,96.366777,0,1,1.690437,2.0,2
0,2.0,99.204695,0,1,1.700164,2.0,2
1,2.501236,82.249831,0,1,1.60074,1.220331,2
0,2.0,104.741914,0,1,1.801848,3.0,2
0,3.0,105.025808,1,1,1.844751,2.925029,2
0,3.0,106.042142,1,1,1.811602,2.858171,2
0,2.031185,100.624553,3,1,1.787521,2.852254,2
0,2.014194,100.066268,3,1,1.789109,2.184707,2
1,2.028225,78.030383,0,1,1.533364,1.798917,2
1,2.0,79.713492,0,1,1.580858,2.0,2
1,2.81646,86.639861,0,1,1.64639,1.722063,2
1,2.037585,81.978743,0,1,1.643786,1.827351,2
1,1.853314,82.414477,1,1,1.634342,2.135552,2
1,1.00876,82.0,1,1,1.604893,2.0,2
0,2.0,94.790579,0,1,1.654961,1.490613,2
0,2.0,95.0,0,1,1.701986,2.02127,2
0,2.103335,89.139209,0,1,1.65,3.0,2
0,2.0,90.0,0,1,1.657995,3.0,2
1,2.060922,82.628,0,1,1.634688,2.235282,2
1,2.058687,84.49798,0,1,1.628168,2.010596,2
1,2.0,79.661693,1,1,1.557808,1.274774,2
1,2.533605,80.0,1,1,1.560199,1.893691,2
0,2.0,95.324282,0,1,1.750384,3.0,2
0,2.0,95.269089,0,1,1.753081,3.0,2
1,2.457547,88.126544,0,1,1.65,3.0,2
1,2.983851,87.676154,0,1,1.650012,2.854161,2
1,2.954996,85.583485,0,1,1.65,1.0,2
1,2.061969,85.803809,0,1,1.634832,1.229171,2
0,3.0,108.602715,1,1,1.770126,1.163264,2
0,3.0,108.721893,1,1,1.758189,1.271178,2
1,2.0,77.354744,0,1,1.595165,2.117346,2
1,2.0,79.493626,0,1,1.567756,2.952506,2
0,2.0,93.638318,0,1,1.702825,1.746197,2
0,2.0,93.429205,0,1,1.735659,1.249307,2
1,2.450784,80.0,1,1,1.62901,1.335192,2
1,2.972426,80.0,1,1,1.615385,1.636326,2
0,2.467002,90.0,1,1,1.671705,2.104054,2
0,2.934671,89.993812,1,1,1.676595,2.041462,2
0,2.0,95.564428,0,1,1.699998,2.0,2
0,2.0,94.094184,0,1,1.722785,2.0,2
0,2.903545,90.575934,1,1,1.670667,2.450069,2
0,2.043359,98.021766,1,1,1.789992,2.785804,2
0,2.0,97.449743,0,1,1.768834,2.973729,2
0,2.0,97.829344,0,1,1.761008,2.988771,2
0,2.787589,102.265955,1,1,1.78,3.0,2
0,2.39728,105.254354,1,1,1.810215,2.659419,2
1,2.150054,82.954796,0,1,1.608469,2.768325,2
1,2.977585,83.1011,0,1,1.630357,2.839319,2
1,2.274491,82.967937,1,1,1.62826,2.2695,2
1,1.557287,82.470375,1,1,1.605662,2.371015,2
1,2.152264,81.056851,1,1,1.567973,1.513199,2
1,2.0,80.0,1,1,1.548403,1.326165,2
0,2.08841,90.0,1,1,1.681855,2.773236,2
0,2.180047,90.0,1,1,1.688436,2.77962,2
1,2.0,78.0,0,1,1.577115,2.0,2
1,2.0,79.109029,0,1,1.586751,2.0,2
0,2.0,99.860254,0,1,1.710616,2.0,2
0,2.0,99.430612,0,1,1.721384,2.0,2
1,1.826885,82.0,0,1,1.624367,2.0,2
1,1.754401,82.0,0,1,1.622787,2.0,2
0,2.0,112.875283,1,1,1.855433,2.574073,2
0,2.0,118.183797,1,1,1.856315,3.0,2
1,1.524428,90.671871,1,1,1.681719,1.383831,2
1,1.164062,92.949254,1,1,1.722884,1.157395,2
0,2.123159,106.528811,1,1,1.799406,2.415343,2
0,2.0,106.048516,1,1,1.819875,2.745242,2
0,2.259679,105.042194,1,1,1.790172,1.026143,2
0,2.044326,105.000276,1,1,1.783782,2.35818,2
0,2.0,109.207614,0,1,1.783906,2.438398,2
0,2.0,109.195529,0,1,1.844218,2.191401,2
1,2.843456,82.0,0,1,1.631662,1.001995,2
1,2.864776,82.323954,0,1,1.649553,1.876915,2
0,2.871137,105.000706,1,1,1.754711,2.627569,2
0,2.282803,105.000097,1,1,1.762515,2.104264,2
0,2.0,121.657979,1,1,1.942725,3.0,2
0,2.0,120.702935,1,1,1.975663,3.0,2
1,2.020502,80.0,1,1,1.586301,1.93142,2
1,2.020785,80.0,1,1,1.598448,1.972551,2
0,2.0,98.296651,0,1,1.703098,2.0,2
0,2.0,99.544696,0,1,1.706996,2.0,2
1,2.0,75.150345,1,1,1.526472,1.084442,2
1,2.0,76.642944,1,1,1.501993,1.0,2
0,2.0,108.413119,0,1,1.784402,2.655795,2
0,2.0,108.204547,0,1,1.792687,2.967064,2
0,2.407817,109.411622,1,1,1.814052,1.796257,2
0,2.21498,109.599453,1,1,1.789421,1.179942,2
1,2.737149,90.004046,1,1,1.686904,1.997195,2
1,1.899793,91.499683,1,1,1.703259,1.439962,2
0,2.274164,89.738596,1,1,1.665798,1.358172,2
0,1.897796,89.048151,1,1,1.66671,1.193039,2
1,2.85916,84.210535,0,1,1.65,1.0,2
1,2.0,84.897738,0,1,1.649439,1.039313,2
0,2.0,97.971598,0,1,1.702002,2.0,2
0,2.0,99.530971,0,1,1.69382,2.0,2
1,2.340405,82.403076,0,1,1.622999,1.655245,2
1,2.921576,82.459577,0,1,1.633675,1.003636,2
0,2.0,105.257543,0,1,1.836669,2.793505,2
0,2.0,103.705418,0,1,1.798354,2.401315,2
0,3.0,105.131956,1,1,1.824432,2.110611,2
0,3.0,105.479313,1,1,1.830384,2.480277,2
0,3.0,105.436173,1,1,1.829907,2.224914,2
0,2.92711,105.800158,1,1,1.823755,2.151496,2
0,2.805533,105.19936,1,1,1.834842,1.882847,2
0,2.902469,103.771371,1,1,1.783901,2.600238,2
0,2.845961,103.586342,3,1,1.782067,2.642273,2
0,2.252698,96.303855,3,1,1.781032,2.923856,2
1,2.02091,77.647716,1,1,1.557943,1.506518,2
1,2.108163,78.435904,1,1,1.560258,1.808127,2
1,1.518966,80.726195,0,1,1.596586,2.0,2
1,2.260543,81.718232,0,1,1.62093,1.947935,2
1,2.522183,81.918809,0,1,1.571417,1.872673,2
1,2.186322,80.986496,0,1,1.584322,2.471033,2
1,2.76632,81.919454,0,1,1.582523,1.889341,2
1,2.071622,80.086524,0,1,1.572791,1.468297,2
1,1.918251,82.0,1,1,1.627908,1.998108,2
1,1.967061,82.283185,1,1,1.620938,2.548651,2
1,2.964419,82.636162,1,1,1.613119,2.977516,2
1,2.640801,82.410189,1,1,1.62686,2.022355,2
0,2.0,97.959899,0,1,1.728183,2.364208,2
0,2.0,98.44113,0,1,1.732694,2.326635,2
1,2.870152,88.129437,0,1,1.65,3.0,2
1,2.482575,88.026943,0,1,1.65,3.0,2
1,2.290095,86.002736,0,1,1.66913,2.506296,2
1,2.074843,85.568385,0,1,1.669136,2.428271,2
1,2.14128,84.191125,0,1,1.611058,2.519841,2
1,2.334474,84.134712,0,1,1.649736,2.776724,2
1,2.0,77.550345,1,1,1.532643,1.186996,2
1,2.0,76.202761,1,1,1.524293,1.603549,2
0,2.0,95.0,0,1,1.701634,2.133469,2
0,2.0,94.743892,0,1,1.723921,2.183149,2
0,2.0,96.078462,0,1,1.769484,3.0,2
0,2.0,97.842406,0,1,1.777416,3.0,2
1,2.693859,88.119139,0,1,1.64456,3.0,2
1,2.607747,88.079177,0,1,1.641149,3.0,2
1,2.66889,82.144405,0,1,1.642892,1.172593,2
1,3.0,82.01831,0,1,1.65,1.0,2
0,3.0,106.452367,1,1,1.777251,1.911379,2
0,2.921225,107.55963,1,1,1.814696,2.869439,2
1,2.0,77.601483,1,1,1.559005,1.572371,2
1,2.0,77.684229,1,1,1.556028,1.440629,2
0,1.492834,91.204753,0,1,1.653751,1.005367,2
0,1.220024,91.068054,0,1,1.680171,1.046254,2
1,2.667676,80.0,1,1,1.552648,1.399629,2
1,2.569075,80.0,1,1,1.560215,1.567366,2
0,2.949242,90.0,1,1,1.672959,2.210997,2
0,2.104772,89.994351,1,1,1.680058,2.218691,2
0,2.0,94.256547,0,1,1.664752,2.0,2
0,2.0,94.454394,0,1,1.668553,2.0,2
0,2.871768,100.431625,3,1,1.785286,2.691322,2
0,2.540949,98.790167,3,1,1.780725,2.929123,2
0,2.0,95.285898,0,1,1.751046,2.530301,2
0,2.0,95.290429,0,1,1.751365,3.0,2
0,2.0,98.579156,0,1,1.717262,2.263551,2
0,2.0,98.182498,0,1,1.741393,2.668261,2
0,2.222282,101.285765,1,1,1.7921,2.791604,2
0,2.04516,99.199287,1,1,1.785957,2.856521,2
1,2.094184,83.785312,0,1,1.609068,2.257922,2
1,1.123672,82.012637,0,1,1.603963,2.042078,2
1,2.049112,82.528575,0,1,1.605495,2.280555,2
1,1.880534,82.368441,0,1,1.607182,2.313245,2
1,1.203754,82.595793,1,1,1.661715,2.765593,2
1,2.73691,82.46376,1,1,1.655742,2.677409,2
1,2.736628,80.0,1,1,1.549257,1.385175,2
1,2.0,80.0,1,1,1.549748,1.687611,2
1,2.0,79.760922,1,1,1.52906,1.0,2
1,2.0,79.843221,1,1,1.517248,1.095134,2
0,2.0,90.0,1,1,1.65731,3.0,2
0,2.0,90.0,1,1,1.673287,3.0,2
1,2.0,78.089575,0,1,1.581527,2.0,2
1,2.0,80.535698,0,1,1.562724,2.0,2
0,2.0,102.950929,0,1,1.781251,1.618189,2
0,2.121909,103.605896,0,1,1.775584,2.500556,2
0,2.0,96.875502,0,1,1.746645,2.714091,2
0,2.0,96.738014,0,1,1.741353,2.697661,2
1,2.0,78.997166,0,1,1.571812,2.0,2
1,2.0,80.553067,0,1,1.589027,2.0,2
0,2.0,105.686091,1,1,1.803245,2.290368,2
0,2.0,105.619143,1,1,1.792646,1.025275,2
0,2.0,115.627554,1,1,1.87199,2.515765,2
0,2.0,111.235188,1,1,1.859056,2.039514,2
1,2.642744,90.019501,1,1,1.692242,1.904054,2
1,2.387426,90.924208,1,1,1.683,1.77962,2
1,1.996638,93.890682,1,1,1.738397,1.033199,2
1,2.107854,92.508122,1,1,1.694969,1.383894,2
0,2.253707,105.055686,1,1,1.785718,2.524432,2
0,2.393837,105.028665,1,1,1.7425,2.01499,2
0,2.348745,106.329569,1,1,1.803132,2.096751,2
0,2.312825,105.966894,1,1,1.774644,2.073497,2
0,2.0,104.97003,1,1,1.782269,1.234943,2
0,2.0,102.921218,1,1,1.780791,1.613829,2
0,2.490776,106.320686,1,1,1.790151,2.654517,2
0,2.078082,105.496975,1,1,1.818641,2.895614,2
0,2.0,108.829395,0,1,1.806827,2.416213,2
0,2.0,108.800964,0,1,1.811189,2.121176,2
0,2.0,108.897324,0,1,1.811738,2.36293,2
0,2.0,108.934574,0,1,1.799779,2.434832,2
1,2.805512,82.0,1,1,1.632605,1.001307,2
1,1.276858,82.851318,1,1,1.623377,1.403784,2
1,2.396265,81.281578,0,1,1.618686,1.979833,2
1,2.663866,82.582954,0,1,1.616085,2.379275,2
0,2.685484,105.000576,1,1,1.769328,2.649459,2
0,2.055209,105.696358,1,1,1.807029,2.885852,2
0,2.0,117.468516,1,1,1.882533,2.325091,2
0,2.0,112.932984,1,1,1.879144,2.53369,2
0,2.0,118.20313,1,1,1.931263,3.0,2
0,2.0,115.39792,1,1,1.861358,3.0,2
1,2.025479,80.0,1,1,1.567131,1.941224,2
1,2.002564,80.0,1,1,1.565366,1.935398,2
1,2.0,77.033049,1,1,1.516007,1.61837,2
1,2.0,76.082517,1,1,1.549812,1.551266,2
0,2.0,96.568814,0,1,1.714143,2.0,2
0,2.0,97.350366,0,1,1.723191,2.0,2
1,2.0,76.65949,1,1,1.562889,1.440526,2
1,2.0,75.279605,1,1,1.502609,1.759803,2
1,2.0,77.053948,1,1,1.544937,2.090413,2
1,2.0,77.00103,1,1,1.592316,2.806922,2
0,2.0,108.019211,0,1,1.787733,2.616138,2
0,2.0,108.044313,0,1,1.782722,2.297896,2
0,2.0,108.316462,0,1,1.797523,2.708168,2
0,2.0,108.251044,0,1,1.803527,2.530157,2
0,2.385502,108.15619,1,1,1.801224,2.140544,2
0,2.465575,107.10819,1,1,1.829239,2.480555,2
1,2.818502,89.93889,0,1,1.692913,1.991251,2
1,2.081238,85.607466,0,1,1.668555,1.18363,2
0,1.368978,93.310284,0,1,1.652971,1.953152,2
0,1.712848,90.744965,0,1,1.661277,1.162153,2
0,1.3307,89.424947,1,1,1.641784,1.880967,2
0,1.961069,89.995034,1,1,1.673767,2.652327,2
1,2.976509,83.121811,0,1,1.617192,1.022705,2
1,2.319648,82.412665,0,1,1.602129,1.107164,2
0,2.0,96.710735,0,1,1.701413,2.623344,2
0,2.0,95.032177,0,1,1.709731,2.0,2
0,2.0,98.572753,0,1,1.698829,2.0,2
0,2.0,99.873716,0,1,1.705304,2.0,2
1,1.261288,82.193405,0,1,1.61291,1.166655,2
1,2.76533,82.039,0,1,1.605469,1.048584,2
0,2.0,104.40682,0,1,1.80416,3.0,2
0,2.0,104.187314,0,1,1.785062,2.15157,2
0,2.317734,112.289883,0,1,1.755926,2.152736,3
0,1.588114,115.127662,0,1,1.787802,2.115967,3
0,2.549782,107.94747,0,1,1.704877,1.0,3
0,2.795086,102.810704,0,1,1.695347,1.0,3
0,2.206276,128.828122,1,1,1.908608,1.813082,3
0,2.0,122.137917,1,1,1.819296,1.984323,3
0,2.18354,118.154345,1,0,1.773259,2.277937,3
0,2.962415,120.151967,1,0,1.774647,2.172649,3
0,2.442536,116.160329,1,1,1.773664,2.174371,3
0,1.99124,112.725005,1,1,1.793476,2.0,3
0,3.0,120.860386,1,1,1.82559,3.0,3
0,2.408561,121.253083,1,1,1.885543,2.851904,3
0,2.758394,120.0,1,1,1.75,2.174248,3
0,2.956297,128.867444,1,1,1.87407,1.2751,3
0,1.369529,112.256165,1,1,1.755967,2.0,3
0,1.392665,117.298233,1,1,1.757069,2.0,3
0,2.0,116.594351,1,1,1.75,1.725226,3
0,2.630401,101.634313,1,1,1.704028,1.0,3
0,3.0,121.414744,1,1,1.849003,2.054072,3
0,3.0,122.024954,1,1,1.841989,1.645338,3
0,3.0,98.490766,0,1,1.613491,1.0,3
0,2.869778,106.509947,0,1,1.647821,1.656082,3
0,1.868212,112.010504,1,1,1.75834,2.023328,3
0,1.108663,112.089022,1,1,1.758398,2.0,3
0,2.907744,101.626189,0,1,1.670774,1.0,3
0,2.95801,98.66176,0,1,1.665585,1.0,3
0,2.197261,129.852531,1,1,1.914186,1.11184,3
0,2.048962,124.269251,1,1,1.899588,2.822871,3
0,2.139196,118.102897,1,1,1.75,2.04843,3
0,2.72989,119.434645,1,1,1.75,2.030084,3
0,2.0,116.160329,1,1,1.773664,2.0,3
0,1.994679,116.102615,1,1,1.792998,2.0,3
0,2.403421,120.860386,1,1,1.82559,2.490613,3
0,3.0,120.996074,1,1,1.827279,3.0,3
0,2.758394,121.204668,1,1,1.775416,2.161303,3
0,2.964319,118.363376,1,1,1.766975,2.377257,3
0,1.617093,117.384745,1,1,1.754218,2.0,3
0,1.631144,119.087557,1,1,1.754996,2.0,3
0,2.317459,108.308112,0,1,1.748103,1.0,3
0,2.501224,103.669116,0,1,1.73325,1.0,3
0,3.0,121.786485,1,1,1.84995,1.555534,3
0,3.0,122.333425,1,1,1.849601,1.340117,3
0,3.0,99.961731,0,1,1.606066,1.0,3
0,2.983042,103.175516,0,1,1.611434,1.430444,3
0,2.323351,113.90198,1,1,1.762887,2.165048,3
0,1.428289,112.287678,1,1,1.755938,2.117733,3
0,1.992889,115.428276,1,1,1.787052,2.141271,3
0,1.562804,114.330023,1,1,1.765258,2.075493,3
0,1.794825,110.714711,0,1,1.726279,1.972016,3
0,2.305349,109.889334,0,1,1.735851,1.02161,3
0,2.576449,103.841672,0,1,1.699793,1.0,3
0,2.754645,103.0344,0,1,1.703202,1.541733,3
0,2.633855,128.856677,1,1,1.906821,1.619305,3
0,2.200588,129.935666,1,1,1.910987,1.295697,3
0,2.499108,120.644178,1,1,1.784049,2.040952,3
0,2.05687,120.549592,1,1,1.783914,2.358088,3
0,2.247795,120.202596,1,1,1.863883,2.816015,3
0,2.239634,118.277657,1,1,1.812259,2.684264,3
0,2.09283,118.206565,1,1,1.75015,2.077704,3
0,2.9673,120.399758,1,1,1.815347,2.530035,3
0,2.225731,114.133149,1,1,1.767077,2.154326,3
0,2.178308,115.531622,1,1,1.762461,2.165804,3
0,2.065752,112.438508,1,1,1.779049,2.078297,3
0,2.263245,112.957922,1,1,1.780731,2.092509,3
0,2.443538,120.898397,1,1,1.872517,2.939492,3
0,2.744994,119.050381,1,1,1.801224,2.478838,3
0,2.630137,121.277832,1,1,1.876898,1.970508,3
0,2.113843,120.589419,1,1,1.77558,2.316069,3
0,2.821727,120.082941,1,1,1.76569,2.173279,3
0,2.312528,118.382361,1,1,1.759772,2.208068,3
0,2.938801,126.460936,1,1,1.823545,1.478994,3
0,2.050619,125.064264,1,1,1.868923,1.515183,3
0,1.457758,113.207124,1,1,1.77151,2.020249,3
0,2.19331,114.097656,1,1,1.77219,2.089983,3
0,2.028571,117.57457,1,1,1.858265,2.530428,3
0,1.455602,118.424156,1,1,1.830596,2.363307,3
0,2.177896,118.533246,1,1,1.765836,1.745095,3
0,2.252382,117.29188,1,1,1.770278,1.879381,3
0,2.668949,103.706181,0,1,1.673491,1.279443,3
0,2.723953,102.686239,0,1,1.703346,1.0,3
0,3.0,121.142535,1,1,1.842906,2.738485,3
0,2.736298,118.740035,1,1,1.779547,2.045561,3
0,2.722161,121.82962,1,1,1.873368,2.375707,3
0,2.971574,120.021161,1,1,1.755902,1.962646,3
0,2.871016,100.941357,0,1,1.617655,1.016585,3
0,2.96405,100.004418,0,1,1.644517,1.0,3
0,2.653721,104.578255,0,1,1.701284,1.368457,3
0,2.859097,104.548794,0,1,1.65891,1.530508,3
